cid  ;ano;aaua;nvt;rm;abt;eec;cmp;pibpc;att;mert;dd;at;dsmc;fvt;meit;mct;cavt;mpet;vhd;meft;lat;vlc;vhct;mem;ipdm;mep;hiv;obit;bcg;hepa;hepb;poli;fa;dmt;rota;meni;pne;tri;tet;dtp;tpb;papi;cvdt;cvta;aaq;saldo;class
Manoel Ribas;2016;3131;223;35145265,51;3;18847;;;;3195;23,95;571,282;332,88;7361;648;224;477944;424;4;1914;;;;576;;57;;98;117,71;88,02;140,63;118,75;104,17;33949314,68;117,71;131,77;125;115,63;89,58;132,81;132,81;42,74;;;1;1195950,83;positivo
Marechal Cândido Rondon;2016;21243;683;159317496,77;5;201506;;;;10297;68,57;748,281;584,52;39960;2375;1224;4273052;1151;10;5673;;;;2071;;178;;373;79,66;54,74;113,15;35,93;28,59;165666596,16;86,24;90,52;88,69;84,4;26,91;86,39;86,39;16,13;7,8;20,03;1;-6349099,38999999;negativo
Maria Helena;2016;1982;51;22095426,28;;10899;;;;1035;12,32;483,67;592,79;2889;199;24;299262;175;3;641;;;;195;;;;47;62,79;77,91;65,12;54,65;70,93;20702679,54;63,95;67,44;73,26;86,05;76,74;61,63;61,63;55,81;33,72;26,74;;1392746,74;positivo
Marialva;2016; ;543;103736197,35;5;91735;;;;7013;72,98;475,128;405,52;23454;1075;452;;623;2;4522;;;;1380;;36;;217;116,96;101,54;118,06;106,39;107,93;95636142,7;117,18;120,48;120,26;113,22;116,74;111,89;111,89;61,47;9,47;9,69;;8100054,64999999;positivo
Marilândia do Sul;2016;2726;124;25889844,76;1;16005;;;;1718;23,68;383,146;336,86;5113;259;50;416955;209;1;1090;;;;369;;;;73;90,63;76,56;167,97;84,38;89,84;25549389,1;93,75;82,81;94,53;110,94;100,78;83,59;83,59;75,71;74,22;74,22;;340455,66;positivo
Marilena;2016;2213;92;23240362,84;;12461;;;;1481;33,14;215,761;575,83;4006;367;220;350809;147;;846;;1;;268;;;;48;74,4;72,8;95,2;73,6;80;21780939,55;70,4;78,4;72;85,6;105,6;72;72;52,94;39,2;39,2;;1459423,29;positivo
Mariluz;2016; ;134;32883181,2;2;10472;;;;2193;24,63;428,329;543,38;4876;314;191;;123;4;1458;;;;421;;;;80;93,71;93,71;167,92;91,19;91,82;33997049,6;96,86;98,74;98,74;105,66;103,77;101,26;101,26;64,52;44,03;41,51;;-1113868,4;negativo
Maringá;2016;160764;4793;1279043084,47;60;1110260;;;;78481;828,61;486,433;423,6;307088;17823;8948;26133220;8875;35;42831;2;;;14320;;3507;;2184;100,33;100,39;113,02;100,26;90,19;1220548044,88;100,47;99,45;101,48;100,93;115,3;100,47;100,24;56,54;44,86;52,13;1;58495039,5899999;positivo
Mariópolis;2016;1884;77;28084441,66;;15206;;;;1256;28,65;230,769;432,56;3788;279;115;277455;164;;754;;;;223;;;;59;91,11;96,67;98,89;100;104,44;24961594,36;88,89;94,44;87,78;101,11;115,56;98,89;98,89;62,5;50;50;;3122847,3;positivo
Maripá;2016;1797;90;28462917,78;1;33010;;;;1184;20,15;287,047;579,98;4265;257;106;278370;151;3;707;;;;220;;;;50;140,98;95,08;144,26;121,31;93,44;27721747,93;124,59;139,34;131,15;127,87;108,2;136,07;136,07;34,15;49,18;49,18;;741169,850000002;positivo
Marmeleiro;2016;3931;196;47022395,54;4;26071;;;;2887;37,3;388,864;479,7;9215;531;184;575128;347;3;1869;;;;487;;;;87;121,71;114,29;181,71;124;117,14;45062197,74;126,29;128,57;128;133,14;130,86;128;128;42,52;29,14;29,71;;1960197,8;positivo
Marquinho;2016;681;49;21543770,08;;4061;;;;1108;9,46;510,307;400,04;1869;189;64;91404;125;;694;;;;225;;;;22;94,44;95,83;101,39;79,17;83,33;18316211,25;88,89;90,28;91,67;100;97,22;80,56;80,56;84,44;2,78;66,67;;3227558,83;positivo
Marumbi;2016; ;54;16200885,73;;6112;;;;865;22,62;210,412;390,45;2533;218;123;;95;1;442;;;;205;;;;50;90,91;75,76;183,33;92,42;80,3;17219787,83;87,88;93,94;89,39;89,39;92,42;90,91;90,91;58,06;60,61;57,58;;-1018902,1;negativo
Matelândia;2016;5019;249;65239472,43;4;109260;;;;3769;27,24;642,03;560,9;11108;878;402;790784;476;6;2265;;;;626;;;;118;94,44;79,76;175,4;93,65;98,41;60670643,42;97,62;101,59;97,62;103,97;85,71;97,62;97,62;78,46;25,4;32,94;;4568829,01;positivo
Matinhos;2016;32455;474;117869920,41;5;92714;;;;8496;283,36;116,544;109,1;14322;1701;724;4958432;977;18;5129;;;;1625;;41;;276;98,51;79,57;96,6;93,4;73,62;115448084,16;98,72;102,98;106,17;98,51;85,53;95,53;95,53;54,23;19,36;20;;2421836,25;positivo
Mato Rico;2016;583;38;17393419,31;;2716;;;;797;9,13;396,589;401,48;1407;134;77;81774;57;1;488;;;;175;;;;25;141,67;94,44;113,89;113,89;116,67;17663653,4;113,89;102,78;113,89;111,11;91,67;113,89;113,89;54,84;86,11;77,78;;-270234,09;negativo
Mauá da Serra;2016;3118;154;;1;38155;;;;2305;90,54;109,051;311,4;4704;474;192;446172;282;1;1400;;1;;431;;;;61;84,53;53,59;155,25;82,87;86,74;;84,53;91,71;94,48;88,95;83,43;90,06;90,06;87,65;56,35;59,67;;0;positivo
Medianeira;2016;17641;680;133866896,81;5;173535;;;;10136;139,13;325,167;577,3;32637;2541;1354;2816152;1187;8;5774;;;;1757;;64;;322;99,27;68,27;91,56;75,11;75,55;131293035,13;83,41;81,08;87,05;90,98;86,32;77,73;77,73;42,22;6,26;8,3;;2573861,68000001;positivo
Mercedes;2016; ;78;30217523,52;1;21461;;;;1210;27,31;199,084;605,92;4423;232;126;;106;1;753;;;;225;;;;50;128,13;128,13;182,81;90,63;87,5;31175152,84;115,63;123,44;121,88;96,88;84,38;107,81;107,81;67,57;1,56;1,56;;-957629,32;negativo
Mirador;2016;817;25;13171618,81;;4654;;;;476;10,47;221,976;526,59;896;103;62;128490;41;;306;;;;67;;;;18;146,15;184,62;192,31;196,15;138,46;12044780,87;165,38;176,92;176,92;176,92;226,92;192,31;192,31;16,67;;;;1126837,94;positivo
Miraselva;2016; ;27;11626886,37;1;3285;;;;538;21,4;87,832;452,6;1058;148;81;;67;;287;;;;103;;;;15;120;116;128;128;144;11682147,45;108;112;104;124;128;128;128;71,43;12;12;;-55261,0800000001;negativo
Missal;2016;2595;129;;2;30866;;;;2441;33,63;323,042;604,46;7793;535;272;385443;263;2;1378;;;;528;;;;85;69,5;61,7;121,28;82,27;80,85;51756388,39;87,94;90,07;88,65;78,72;90,78;90,07;90,07;34,72;4,26;6,38;;-51756388,39;negativo
Moreira Sales;2016;4263;137;30520540,4;3;17073;;;;2398;35,44;357,358;522,24;6035;509;217;623917;292;9;1408;1;;;481;;;;122;107,41;62,22;122,96;122,22;120,74;29302755,15;113,33;111,11;118,52;119,26;134,07;122,96;122,96;63,54;;11,11;;1217785,25;positivo
Morretes;2016;4758;233;41851030,35;4;26222;;;;4000;23,98;687,541;70,4;6609;400;205;742285;195;10;2820;;;;780;;;;117;99,17;97,51;85,06;76,76;70,95;40210622,49;85,48;94,19;92,53;79,67;75,1;80,91;80,91;39,13;;;;1640407,86;positivo
Munhoz de Melo;2016; ;48;18702236,6;;9651;;;;813;28,59;137,603;438,39;1991;250;153;;97;;415;;;;148;;;;40;78,79;146,97;71,21;59,09;68,18;17434429,5;72,73;77,27;78,79;71,21;86,36;71,21;71,21;64,29;;6,06;;1267807,1;positivo
Nossa Senhora das Graças;2016; ;61;13970584,36;;5337;;;;740;21,94;185,538;471,2;1713;181;92;;89;;427;;1;;132;;;;34;120;120;133,33;131,11;135,56;13821308,46;126,67;131,11;131,11;140;133,33;133,33;133,33;38,46;2,22;15,56;;149275,899999999;positivo
Nova Aliança do Ivaí;2016;482;25;12138239,55;;2501;;;;328;11,57;132,012;515,77;718;109;56;79847;53;;180;;;;39;;;;6;133,33;157,14;133,33;119,05;104,76;12006369,65;85,71;142,86;95,24;128,57;133,33;123,81;123,81;72,73;4,76;19,05;;131869,9;positivo
Nova América da Colina;2016;1051;33;17321025,93;;4155;;;;749;27,51;129,024;382,73;1705;155;62;159718;93;;466;;;;128;;;;20;93,18;109,09;104,55;88,64;106,82;16228877,32;95,45;79,55;93,18;122,73;131,82;88,64;88,64;85,19;22,73;20,45;;1092148,61;positivo
Nova Aurora;2016;4113;131;45094723,6;4;48425;;;;2237;24,18;472,214;554,3;8222;453;184;615995;269;2;1436;;;;348;;;;88;54,82;80,72;84,94;83,13;98,19;37677023,31;84,34;91,57;89,16;99,4;108,43;83,73;83,73;67,9;71,08;71,69;;7417700,29;positivo
Nova Cantu;2016;1835;94;22021340,94;1;9531;;;;1565;11,75;550,591;465,27;3298;315;198;270481;117;3;903;;;;347;;;;57;116,46;87,34;108,86;97,47;107,59;20539889,58;102,53;111,39;103,8;118,99;106,33;107,59;107,59;58,62;21,52;21,52;;1481451,36;positivo
Nova Esperança;2016;9999;323;67819136,83;5;48361;;;;5539;69,56;402,329;467,8;18437;1041;404;1559011;637;2;3362;;;;1044;;92;;201;79,88;74,39;92,07;74,39;80,18;67485298,27;84,45;86,59;87,2;91,77;85,67;85,98;85,98;43,94;24,7;25;;333838,560000002;positivo
Nova Esperança do Sudoeste;2016;876;69;21461384,37;;12898;;;;1123;24,96;208,334;512,01;3043;130;;129938;130;2;768;;;;225;;;;38;138,6;89,47;182,46;133,33;112,28;19281592,84;122,81;119,3;128,07;110,53;105,26;145,61;145,61;57,5;33,33;33,33;;2179791,53;positivo
Nova Fátima;2016; ;87;20878497,65;1;12702;;;;1569;29,65;281,825;365,77;3870;265;177;;88;;1001;;;;303;;;;65;87,27;73,64;135,45;84,55;85,45;20080450,28;83,64;87,27;85,45;87,27;89,09;85,45;85,45;47,46;40;32,73;2;798047,369999997;positivo
Nova Laranjeiras;2016;944;159;;1;10258;;;;2840;9,87;1210,878;384;4101;421;102;129819;319;2;1845;;;;574;;;;77;103,85;89,56;102,75;101,1;65,93;32684864,43;94,51;103,85;95,6;101,1;112,64;102,2;102,2;69,11;67,58;81,32;;-32684864,43;negativo
Nova Londrina;2016;4862;157;38802319,95;4;31739;;;;2962;49,85;270,361;570,3;9786;745;388;773510;357;6;1572;;;;571;;74;;89;91,21;80,22;117,58;101,65;96,15;37092620,06;92,31;100;96,15;103,85;101,65;107,14;107,14;45,63;45,6;45,05;;1709699,89;positivo
Nova Olímpia;2016;2278;76;21573925,09;1;8921;;;;1225;42,81;135,614;580,66;3333;287;201;352976;86;1;715;;;;223;;;;55;100;63,33;80;85,56;71,11;18734261,53;96,67;95,56;104,44;75,56;70;78,89;78,89;50;3,33;5,56;;2839663,56;positivo
Nova Prata do Iguaçu;2016;3192;119;41092342,87;3;24710;;;;2163;30,57;351,115;514,41;6402;459;259;462057;200;;1268;;;;436;;;;86;85,03;77,55;123,13;91,84;94,56;39462463,74;93,2;91,16;96,6;93,88;101,36;91,84;91,84;36,47;2,04;15,65;;1629879,13;positivo
Nova Santa Bárbara;2016; ;55;13895815,33;;4785;;;;788;52,66;79,566;348,09;2160;152;93;;59;2;500;1;;;136;;;;41;79,41;77,94;76,47;67,65;80,88;13032349,55;76,47;79,41;80,88;91,18;100;75;75;64,71;;;;863465,779999999;positivo
Nova Santa Rosa;2016;2331;134;28958802,71;1;30024;;;;1491;39,32;207,017;582,85;6276;336;116;368740;220;3;926;;;;229;;;;73;167;96;128;120;115;30100294,66;137;123;139;108;102;120;120;25;;9;;-1141491,95;negativo
Nova Tebas;2016;1445;81;23530301,14;;6389;;;;1507;12,21;544,187;378,58;3226;260;116;207688;144;1;925;;;;301;;21;;74;100;71,57;101,96;93,14;71,57;23268370,37;90,2;89,22;90,2;73,53;74,51;101,96;101,96;66,67;36,27;35,29;;261930,77;positivo
Novo Itacolomi;2016;832;36;14792450,52;;6268;;;;556;18,1;160,585;379,7;1748;107;41;122170;66;1;320;;;;129;;;;24;110;66,67;160;123,33;113,33;14571491,78;126,67;136,67;130;90;73,33;133,33;133,33;70,59;76,67;66,67;;220958,74;positivo
Ortigueira;2016;4841;372;89104381,91;3;28666;;;;5231;9,58;2432,255;252,97;9473;621;210;724960;411;12;3468;;;;1142;;;;180;117,29;75,25;90,51;77,97;78,98;96104141,02;90,85;101,36;98,64;91,86;83,73;87,8;87,8;44,65;18,31;14,92;;-6999759,11;negativo
Ourizona;2016;1335;44;17811131,51;;4389;;;;643;19,9;175,42;457,38;1935;165;68;208847;97;;358;;;;120;;;;27;106,98;97,67;100;97,67;81,4;15573250,63;123,26;111,63;120,93;106,98;118,6;100;100;59,09;2,33;2,33;;2237880,88;positivo
Ouro Verde do Oeste;2016;1807;72;21974892,75;;14645;;;;1259;20,46;293,197;555,78;2939;283;141;253446;142;1;749;;;;227;;;;37;108,82;111,76;133,82;123,53;111,76;20630692,7;111,76;111,76;111,76;129,41;125;123,53;123,53;59,09;;;;1344200,05;positivo
Paiçandu;2016;16875;625;69385131,45;5;60847;;;;8074;232,47;170,896;438,1;22029;1899;783;2656279;1116;7;4622;;;;1473;;80;;237;39,86;60,84;85,14;72,03;74,83;72274362,28;83,92;87,41;87,06;74,65;81,64;81,64;81,64;39,22;;;;-2889230,83;negativo
Palmas;2016;14071;890;101294020,94;6;120077;;;;12196;30,66;1576,621;368,58;20338;2111;773;2107127;1338;9;7607;1;;;1823;;655;;330;70,49;34,31;46,72;47,19;27,4;97238621,26;39,11;55,04;59,25;56,32;42,04;46,72;46,72;34,35;0,82;41,92;1;4055399,67999999;positivo
Palmeira;2016;8214;442;102992855,12;5;92478;;;;7608;23,26;1457,262;80,9;18774;1174;513;1190915;661;3;4654;1;;;1649;;131;;235;93,1;67,15;129,5;86,61;87,66;92579274,17;85,15;89,33;89,75;88,91;87,66;86,82;86,82;52,38;4,18;49,58;;10413580,95;positivo
Palmital;2016;3620;192;39606827,29;3;13560;;;;3395;17,54;817,281;384,65;6669;398;201;525938;197;1;2367;;;;580;;50;;107;90,08;106,35;84,52;84,52;82,14;41326116,36;92,06;94,84;93,65;88,1;89,68;84,52;84,52;42,11;58,73;54,37;;-1719289,07;negativo
Palotina;2016;12224;453;120544051,18;5;209638;;;;7029;48,07;647,284;591,12;23243;1804;901;1942739;903;3;3984;;;;1207;;34;;198;87,06;78,71;157,2;99,16;97,29;106306234,36;96,87;99,16;99,16;108,98;162;99,37;99,37;56,6;2,09;43,42;2;14237816,82;positivo
Paraíso do Norte;2016;4690;167;33425226,28;3;37865;;;;2812;64,32;204,918;507,23;7398;782;424;781921;358;3;1557;;1;;410;;63;;78;86,27;111,27;117,65;81,86;88,24;30170123,91;87,75;90,69;88,24;94,12;86,27;87,25;87,25;39,33;10,78;10,78;;3255102,37;positivo
Paranacity;2016;4227;145;;4;15078;;;;2316;32,08;348,17;496,74;5373;414;219;655195;195;2;1387;;;;515;;;;70;91,19;88,05;100,63;100;106,29;;98,11;94,34;100;110,06;105,03;100;100;76,25;4,4;4,4;;0;positivo
Paranaguá;2016; ;2155;469854746,13;12;419110;;;;37416;188,32;806,225;86;63540;5174;1616;;3558;45;23139;1;2;;7426;;1677;;1088;81,04;64,58;70,63;64,92;56,29;393542224,29;74,25;77,92;78,96;78,25;66,5;70,29;70,29;41,21;4,42;8;1;76312521,84;positivo
Paranapoema;2016; ;38;14904133,64;;5939;;;;582;17,57;175,493;536,48;1328;133;62;;71;;346;;;;103;;;;19;110,53;118,42;181,58;123,68;115,79;13592826,3;115,79;128,95;118,42;144,74;134,21;121,05;121,05;86,96;78,95;81,58;;1311307,34;positivo
Paranavaí;2016;35718;1269;218782077,86;7;243126;;;;19322;72,63;1202,151;493;60800;4085;1911;5709418;2174;12;10335;;1;;3605;;1297;;655;100,48;71,1;96,7;88,24;76,57;203449577,66;93,4;97,02;96,3;93,64;100,72;92,75;92,75;49,75;0,81;33,57;1;15332500,2;positivo
Pato Bragado;2016; ;64;36033973,04;;15914;;;;1078;39,25;136,781;609,93;3361;235;108;;127;;693;;;;150;;;;42;87,32;122,54;109,86;97,18;100;33122055,28;105,63;107,04;105,63;116,9;129,58;105,63;105,63;45,71;33,8;32,39;;2911917,76;positivo
Pato Branco;2016;34038;1300;250507526,21;7;207413;;;;19044;148,17;539,029;433,53;54989;4384;3033;5117536;1351;18;9892;;;;3820;;948;;478;96,68;71,47;98,07;97,07;87,97;249866934,46;100,46;98,3;101,31;96,68;95,53;98,07;98,07;55,99;6,94;54,05;1;640591,75;positivo
Paula Freitas;2016;1109;76;18881280,15;1;8553;;;;1137;13,54;429,013;223,85;3006;229;88;158026;141;;703;;;;205;;;;46;115,15;78,79;127,27;127,27;127,27;16608989,91;119,7;128,79;121,21;121,21;110,61;127,27;127,27;74,42;50;51,52;;2272290,24;positivo
Paulo Frontin;2016;1100;86;19715546,5;1;9416;;;;1323;19,95;367,284;209,1;4065;188;77;158405;111;;846;;;;289;;;;43;174,55;107,27;158,18;158,18;152,73;16019470,44;163,64;154,55;163,64;150,91;138,18;158,18;158,18;58,93;38,18;116,36;;3696076,06;positivo
Peabiru;2016; ;167;34627446,58;3;19954;;;;2565;30,33;467,212;467,33;7161;603;279;;324;2;1424;;;;538;;;;118;108,33;101,19;135,71;102,98;101,79;37560231,25;112,5;117,86;114,88;107,14;122,62;113,1;113,1;61,9;95,83;90,48;;-2932784,67;negativo
Perobal;2016;2270;87;20806106,72;;10022;;;;1428;14,5;415,792;585,51;3365;318;137;338188;181;;837;;;;273;;;;43;105,49;104,4;161,54;93,41;92,31;18440735,84;96,7;91,21;97,8;103,3;101,1;93,41;93,41;65,12;29,67;25,27;;2365370,88;positivo
Pérola;2016;4797;143;37621573,92;3;19034;;;;2328;46,77;235,643;617,88;7673;529;124;753974;405;;1249;1;;;550;;;;113;103,66;76,83;130,49;106,71;100,61;36230893,86;96,95;101,83;104,27;108,54;117,68;107,93;107,93;46,97;16,46;60,98;;1390680,06;positivo
Pérola d'Oeste;2016;1612;66;20704147,7;;10767;;;;1175;32,46;206,693;552,1;4177;176;39;233032;137;;738;;;;261;;;;54;103,13;117,19;157,81;103,13;92,19;18853547,5;117,19;109,38;114,06;112,5;112,5;117,19;117,19;35,85;;18,75;;1850600,2;positivo
Piên;2016;2808;163;39971274,86;4;201966;;;;2831;48;256,934;90,49;8009;627;286;409672;341;3;1724;;;;480;;;;72;82,29;77,6;86,98;78,13;82,81;39729678,88;89,06;87,5;89,58;94,79;101,04;86,46;86,46;60;13,54;32,29;;241595,979999997;positivo
Pinhais;2016;45343;2093;314302894,43;10;321939;;;;35123;2097,85;61,137;8,9;77755;6441;2991;7395631;3450;36;17032;1;1;;6261;;5389;;781;90,36;64,71;84,18;82,14;75,67;295918348,93;83,56;86,35;86,07;86,35;83,47;84,18;84,18;62,13;14,17;26,69;;18384545,5;positivo
Pinhal de São Bento;2016;473;31;13983462,43;;2832;;;;672;28,01;98,15;561,09;1279;127;73;67440;54;1;413;;;;132;;;;24;86,11;77,78;102,78;91,67;97,22;14005730,24;86,11;94,44;88,89;86,11;72,22;100;100;37,5;16,67;16,67;;-22267,8100000005;negativo
Pinhalão;2016;1874;108;20571293,16;1;7917;;;;1477;29,16;220,6;313,82;3001;238;141;275789;97;3;863;;;;369;;7;;54;25,49;78,43;75,49;56,86;68,63;20040303,83;75,49;73,53;77,45;72,55;67,65;70,59;70,59;82;;;;530989,330000002;positivo
Pinhão;2016;6972;518;79510127,86;3;28603;;;;7630;16,06;2001,783;309,73;12183;998;468;986595;530;;5135;;;;1497;;;;225;51,43;44,46;81,96;72,32;60,54;80477848,27;70,71;72,14;81,07;65,89;67,5;73,75;73,75;25,6;12,5;13,75;1;-967720,409999996;negativo
Piraí do Sul;2016;6489;365;;4;101214;;;;5120;18,61;1349,319;184,2;12147;615;206;934819;409;;3637;;;;868;;;;203;36;22,25;40,75;36,75;35,25;;42,25;38,75;43,75;36,75;38;39,25;39,25;11,43;3,75;1,75;;0;positivo
Piraquara;2016;32593;1543;199669033,55;4;97749;;;;22338;471,23;225,223;22,52;40986;3312;685;5415253;2627;47;15713;;;;3313;;;;598;66,61;52,23;60,14;57,79;44,38;178915408,41;65,04;62,32;66,49;58,21;59,24;59,12;59,12;34,13;11,71;16,73;2;20753625,14;positivo
Pitanga;2016;8580;440;83134627,62;5;42151;;;;7972;19,34;1665,901;338,01;19279;1297;708;1264711;589;6;4586;;;;1423;;666;;250;135,86;79,92;138,93;97,54;87,91;82431220,5;98,16;97,54;99,59;94,06;91,39;100,2;100,2;51,58;3,69;5,94;;703407,120000005;positivo
Pitangueiras;2016; ;32;14423737,63;;6105;;;;699;25,18;123,413;414,31;1586;180;99;;81;;377;;;;142;;;;25;112,5;87,5;131,25;125;90,63;12922203,44;131,25;134,38;137,5;121,88;109,38;131,25;131,25;40;28,13;37,5;;1501534,19;positivo
Planaltina do Paraná;2016;1213;59;15310507,31;1;13571;;;;920;12,06;355,621;549,94;2311;231;114;192337;117;2;518;;;;171;;;;31;91,18;72,06;85,29;75;85,29;14543408,71;77,94;80,88;80,88;82,35;82,35;85,29;85,29;45,45;;;;767098,6;positivo
Planalto;2016;2893;127;37569481,23;2;25929;;;;2287;40,35;344,688;552,99;7778;356;116;412578;240;;1447;;;;484;;;;117;113,39;96,06;119,69;98,43;109,45;32160379,78;92,91;92,91;92,13;114,17;119,69;90,55;90,55;61,7;86,61;87,4;;5409101,45;positivo
Ponta Grossa;2016;134014;5340;663034569,07;32;1048681;;;;80078;168,4;2025,697;117,7;192051;13335;4161;20291190;9174;57;50570;9;1;;12894;;3279;;2387;101,65;68,42;105,23;81,02;74,91;678081704,74;83,5;86,77;86,82;85,01;76,61;84,85;84,54;50,23;7,19;8,75;1;-15047135,67;negativo
Pontal do Paraná;2016;27661;347;;3;70493;;;;6306;123,06;202,159;119,5;9386;1445;718;4036804;727;16;3756;;;;1105;;;;149;95,49;88,73;97,18;81,13;79,72;;100,56;103,38;105,63;97,75;94,37;93,8;93,8;63,74;16,9;31,27;;0;positivo
Porecatu;2016;4985;168;32582671,61;4;19918;;;;3216;47,73;290,431;468,59;7702;604;262;806981;342;6;1676;;;;650;;286;;96;84,49;65,78;89,3;86,63;82,89;32229439,4;90,91;88,24;91,44;79,14;97,86;86,63;86,63;41,18;16,58;31,55;1;353232,210000001;positivo
Porto Amazonas;2016;1514;52;16557970,04;1;6003;;;;1012;25,76;186,69;76,7;1898;180;82;217766;98;;652;;;;180;;;;22;123,53;107,84;133,33;135,29;150,98;15147757,79;152,94;141,18;152,94;137,25;137,25;133,33;133,33;52,38;62,75;66,67;;1410212,25;positivo
Porto Barreiro;2016; ;44;20410088,88;;3937;;;;693;9,66;365,181;382,11;1609;129;63;;66;;421;;;;143;;;;15;120;133,33;120;95,56;93,33;19713373,34;122,22;135,56;126,67;106,67;106,67;111,11;111,11;74,19;37,78;111,11;;696715,539999999;positivo
Porto Rico;2016;1332;36;18368018,99;1;9105;;;;635;11,5;227,024;605,31;1489;146;83;230080;63;;386;;;;103;;;;22;110;183,33;110;106,67;150;17338700,6;110;126,67;113,33;180;160;110;110;68,42;66,67;66,67;;1029318,39;positivo
Porto Vitória;2016;809;44;17314206,27;1;5577;;;;860;19,45;213,142;259,1;2126;175;67;119031;108;;564;;;;121;;;;31;81,63;73,47;79,59;75,51;81,63;15661012,37;69,39;89,8;67,35;97,96;89,8;77,55;77,55;31,43;8,16;8,16;;1653193,9;positivo
Prado Ferreira;2016; ;58;16157887,63;;5511;;;;821;24,16;152,845;440,73;1795;189;97;;92;1;489;;;;143;;;;33;156,82;161,36;165,91;161,36;177,27;16270699,7;179,55;161,36;179,55;170,45;193,18;163,64;163,64;80;54,55;61,36;;-112812,069999998;negativo
Pranchita;2016;1639;65;20656591,73;;9705;;;;1192;24,46;225,535;571,52;4296;182;96;239917;86;1;710;;;;284;;16;;49;118,75;156,25;171,88;129,69;134,38;20129403,47;110,94;112,5;115,63;137,5;140,63;118,75;118,75;102,5;82,81;82,81;;527188,260000002;positivo
Presidente Castelo Branco;2016; ;64;17721997,6;;9608;;;;959;33,37;155,408;455,1;2766;226;122;;104;2;547;;;;186;;;;34;118,18;92,42;96,97;98,48;103,03;20045847,17;93,94;92,42;93,94;115,15;110,61;96,97;96,97;83,78;53,03;53,03;1;-2323849,57;negativo
Primeiro de Maio;2016;3895;112;30665040,52;4;22874;;;;1899;27,03;416,779;453,78;6667;392;179;663495;213;;1126;;;;381;;;;85;87,07;69,83;77,59;68,1;79,31;31433124;88,79;87,07;90,52;74,14;95,69;76,72;76,72;43,24;12,93;32,76;;-768083,480000001;negativo
Prudentópolis;2016;10038;681;104834895,87;5;57741;;;;11106;23,12;2242,466;200,88;26678;2037;573;1411340;1464;3;6695;;;;2240;;134;;381;89,95;55,23;121,98;81,9;76,68;105929689,81;83,91;85,52;85,25;83,38;71,58;85,92;85,92;34,82;23,32;30,03;;-1094793,94;negativo
Quarto Centenário;2016;1312;47;21597724,83;;9398;;;;863;14,97;320,23;536,52;2406;187;105;203647;82;;554;;;;122;;;;35;85,71;66,67;123,81;93,65;104,76;21005363,63;95,24;104,76;100;93,65;96,83;103,17;103,17;81,08;19,05;20,63;;592361,199999999;positivo
Quatiguá;2016;3124;91;22791611,9;2;11586;;;;1433;65,92;112,885;330,12;4935;356;138;472193;218;1;832;;;;245;;;;77;93,62;114,89;114,89;95,74;100;21524158,39;107,45;104,26;108,51;102,13;103,19;112,77;112,77;72,73;3,19;10,64;;1267453,51;positivo
Quatro Barras;2016;7574;332;92670640,69;4;85331;;;;6507;123,32;181,265;25,1;13819;1228;573;1272959;655;17;3774;1;1;;1214;;291;;136;60,22;34,33;58,04;47,14;36,78;86567115,85;53,95;52,32;57,49;47,41;54,77;51,5;51,5;22,78;;;;6103524,84;positivo
Quatro Pontes;2016; ;51;21068389,97;1;19731;;;;729;35,05;114,531;578,01;3381;200;120;;80;;421;;;;108;;;;40;88,37;86,05;116,28;111,63;106,98;19151020,26;95,35;109,3;102,33;97,67;127,91;116,28;116,28;34,62;;;;1917369,71;positivo
Quedas do Iguaçu;2016;8536;464;75333890,18;5;86891;;;;7004;40,18;827,928;427,1;16451;1203;663;1252125;540;2;4166;;;;1416;;219;;222;77,7;111,03;122,3;116,32;108,74;78762839,36;125,98;123,68;129,2;128,05;138,62;120;120;54,3;;;;-3428949,17999999;negativo
Querência do Norte;2016;3231;180;32467071,8;1;22450;;;;2500;12,19;1007,966;621,46;5475;558;244;500338;314;12;1493;;;;403;;46;;84;118,13;94,15;129,82;132,16;107,02;30563783,74;116,96;127,49;130,41;109,36;137,43;129,24;129,24;63,16;73,68;73,68;1;1903288,06;positivo
Quinta do Sol;2016;1651;56;20662503,9;1;8283;;;;1105;15,15;326,085;443,51;2439;245;106;261836;139;;670;;;;190;;;;41;98,39;98,39;137,1;116,13;122,58;19012606,01;98,39;101,61;98,39;122,58;116,13;112,9;112,9;85,29;87,1;88,71;;1649897,89;positivo
Quitandinha;2016;2508;232;47277881,09;3;20389;;;;3798;41,62;446,396;71,1;9195;623;213;377979;410;1;2514;;;;661;;;;142;138,04;75;105,43;102,72;94,02;40060450,83;106,52;109,78;109,24;104,35;81,52;104,89;104,89;40,41;29,35;27,72;;7217430,26000001;positivo
